image,split,caption
RSICD_3136.jpg,train,there is no plant in the desert .
RSICD_3137.jpg,train,a bare land on the edge of the desert .
RSICD_3138.jpg,train,there is a road in the desert .
RSICD_3139.jpg,train,the desert is covered with tiny sand .
RSICD_3140.jpg,train,there's only a big yellow sand in the desert .
RSICD_3141.jpg,train,the desert is very broad and very dry .
RSICD_3142.jpg,train,the desert is very dry and has no water .
RSICD_3143.jpg,train,there are several roads in the desert land .
RSICD_3144.jpg,train,there are many small sand dunes in the desert .
RSICD_3145.jpg,train,the desert is very wide and has a lot of fine sand .
RSICD_3146.jpg,train,the arid area of the desert is very broad .
RSICD_3147.jpg,train,there is a highway in the desert .
RSICD_3148.jpg,train,a narrow road in the wide desert .
RSICD_3149.jpg,train,there is a bare land in the desert .
RSICD_3210.jpg,train,it is a large piece of farmland .
RSICD_3214.jpg,train,many square farmlands in different shape are together .
RSICD_3215.jpg,train,it is a large piece of farmland .
RSICD_3216.jpg,train,it is a large piece of farmland .
RSICD_3217.jpg,train,it is a large piece of farmland .
RSICD_3218.jpg,train,it is a large piece of farmland .
RSICD_3219.jpg,train,many farmlands are in light green color .
RSICD_3221.jpg,train,several green trees are near a large piece of farmland .
RSICD_3222.jpg,train,several pieces of farmland s are together .
RSICD_3224.jpg,train,it is a large piece of farmland .
RSICD_3225.jpg,train,it is a large piece of farmland .
RSICD_3226.jpg,train,it is a large piece of farmland .
RSICD_3228.jpg,train,many farmlands are in two sides of a small river .
RSICD_3229.jpg,train,this is a large piece of farmland .
RSICD_3230.jpg,train,it is a large piece of green farmland .
RSICD_3231.jpg,train,it is a large piece of farmland .
RSICD_3232.jpg,train,many pieces of green farmlands are together .
RSICD_3233.jpg,train,several pieces of farmland s are together .
RSICD_3234.jpg,train,many pieces of green farmlands are together .
RSICD_3235.jpg,train,many rectangle land with dark green or moss green plants in it
RSICD_3236.jpg,train,it is a large piece of farmland .
RSICD_3237.jpg,train,it is a large piece of farmland .
RSICD_3238.jpg,train,it is a large piece of farmland .
RSICD_3239.jpg,train,it is a large piece of farmland .
RSICD_3241.jpg,train,it is a large piece of green farmland .
RSICD_3242.jpg,train,it is a large piece of green farmland .
RSICD_3243.jpg,train,it is a large piece of farmland .
RSICD_3244.jpg,train,many square farmlands are orderly together .
RSICD_3245.jpg,train,some green plants are in a large piece of farmland .
RSICD_3246.jpg,train,some green plants are in a large piece of farmland .
RSICD_3247.jpg,train,many pieces of farmlands and some sparse buildings are together .
RSICD_3248.jpg,train,many pieces of farmlands and several buildings are together .
RSICD_3250.jpg,train,many pieces of farmlands and several buildings are together .
RSICD_3254.jpg,train,many pieces of farmlands and some sparse buildings are together .
RSICD_3255.jpg,train,several pieces of farmlands are together .
RSICD_3259.jpg,train,many pieces of farmlands and several buildings are together .
RSICD_3260.jpg,train,many pieces of farmlands and several buildings are together .
RSICD_3263.jpg,train,many pieces of farmlands and some sparse buildings are together .
RSICD_3264.jpg,train,many pieces of farmlands and several buildings are in two sides of a river .
RSICD_3265.jpg,train,some sparse buildings are in many pieces of farmlands .
RSICD_3267.jpg,train,many pieces of farmlands and several small residential areas are together .
RSICD_3270.jpg,train,many pieces of farmlands and several buildings are together .
RSICD_3273.jpg,train,some sparse buildings are in many pieces of farmlands .
RSICD_3276.jpg,train,many pieces of farmlands and some sparse buildings are together .
RSICD_3282.jpg,train,many pieces of farmlands and some sparse buildings are together .
RSICD_3283.jpg,train,many pieces of farmlands and some sparse buildings are together .
RSICD_3289.jpg,train,many pieces of farmlands and small buildings are together .
RSICD_3290.jpg,train,many pieces of farmlands and small buildings are together .
RSICD_3293.jpg,train,many pieces of farmlands are near some small buildings .
RSICD_3296.jpg,train,several pieces of farmlands are near several bare land.
RSICD_3299.jpg,train,several pieces of farmlands and many green trees are together .
RSICD_3300.jpg,train,many pieces of farmlands and green trees are together .
RSICD_3302.jpg,train,many pieces of farmlands and green trees are together .
RSICD_3310.jpg,train,many pieces of farmlands and green trees are together .
RSICD_3321.jpg,train,the ground is green and the road is white .
RSICD_3322.jpg,train,a freeway separates the farmland in two parts one of which is green and another is grey .
RSICD_3323.jpg,train,the grey latticed farmland is divided by three rows of trees .
RSICD_3324.jpg,train,one of the six parts of farmland is red and the others are dark green .
RSICD_3325.jpg,train,"it is brown, black, yellow ."
RSICD_3326.jpg,train,the dense farm land is divided by a row of trees .
RSICD_3327.jpg,train,many different colors of farmland are separated by farm track .
RSICD_3328.jpg,train,the ground is brown and the road is brown .
RSICD_3329.jpg,train,the dark red farmland is divided like a chessboard .
RSICD_3330.jpg,train,it is brown and light brown .
RSICD_3331.jpg,train,the strip type farmland which is brown and red is separated by the baulk .
RSICD_3332.jpg,train,"it is white, brown and light brown, ."
RSICD_3333.jpg,train,different ridges insulate the various shade of green farmland
RSICD_3334.jpg,train,there are different directions of brown stripe farmlands .
RSICD_3335.jpg,train,there is a piece of brown farmland which has different kinds of texture .
RSICD_3336.jpg,train,the farmland of different shades are arranged in a bar .
RSICD_3337.jpg,train,the light brown farmland lies like a stripe plank .
RSICD_3338.jpg,train,the rand with some trees separates the brown farmland in several pieces .
RSICD_3339.jpg,train,a farmland which looks like the wooden floor is divided by the baulk .
RSICD_3340.jpg,train,a brown farmland has the stripe of crosswise and vertical .
RSICD_3341.jpg,train,"it is white, green, brown and light brown ."
RSICD_3342.jpg,train,a road and some blocks divide the french grey farmland
RSICD_3343.jpg,train,the farmland which is transversely arranged has the stripe of vertical .
RSICD_3344.jpg,train,some green and grey farmland distribute in both sides of a freeway .
RSICD_3345.jpg,train,the green farmland encircles the white one and both are surrounded by the baulk
RSICD_3347.jpg,train,a small village is in the center of a farmland which is radial .
RSICD_3348.jpg,train,the cream colored farmland is between the brown and a light green one .
RSICD_3349.jpg,train,a cruciate ridge separates the green farmland to four pieces .
RSICD_3350.jpg,train,the ground is green and the road is grey .
RSICD_3351.jpg,train,the green farmland which is in several kinds of shapes lies on the either side s of the road
RSICD_3352.jpg,train,this is a land and a road .
RSICD_3353.jpg,train,"it is brown, green and dark green land ."
RSICD_3354.jpg,train,the farmland which is brown and dark green looks like a splicing cloth
RSICD_3355.jpg,train,the green farmland which is near a forest and a pond is divided by the ridge .
RSICD_3356.jpg,train,the farmland which is rectangular and arc is in various shades of green .
RSICD_3357.jpg,train,the dark green farmland and some latticed ponds are separated by the roads .
RSICD_3358.jpg,train,many pieces of green farmlands are orderly together .
RSICD_3359.jpg,train,many pieces of farmlands are in different green depths .
RSICD_3360.jpg,train,several pieces of farmlands are together .
RSICD_3361.jpg,train,many pieces of green farmlands are in two sides of two parallel green trees .
RSICD_3362.jpg,train,two ponds are in many pieces of green farmlands .
RSICD_3363.jpg,train,a road is in a piece of green farmland .
RSICD_3364.jpg,train,many pieces of farmlands are in different green depths .
RSICD_3365.jpg,train,many piece of dark green farmlands are orderly together .
RSICD_3366.jpg,train,many pieces of green farmlands are together .
RSICD_3367.jpg,train,many pieces of dark green and khaki farmlands are together .
RSICD_3368.jpg,train,many pieces of farmlands are in different green depths .
RSICD_3369.jpg,train,a curved yellow river is in many pieces of green farmlands .
RSICD_3370.jpg,train,many pieces of green farmlands are together .
RSICD_3371.jpg,train,some green trees are near several large pieces of farmlands .
RSICD_3372.jpg,train,several small wild roads are in a large piece of green farmland .
RSICD_3373.jpg,train,many pieces of green farmlands are orderly together .
RSICD_3374.jpg,train,many pieces of green farmlands are like scales .
RSICD_3375.jpg,train,many pieces of farmlands are like fish scales .
RSICD_3376.jpg,train,many pieces of rectangle farmlands are in two sides of a curved river .
RSICD_3377.jpg,train,many pieces of farmlands are in different green depths .
RSICD_3378.jpg,train,two ponds are in many pieces of green farmlands .
RSICD_3379.jpg,train,many pieces of green farmlands are together .
RSICD_3380.jpg,train,many green farmlands are in two sides of small river .
RSICD_3381.jpg,train,several small roads are in several pieces of green farmlands .
RSICD_3382.jpg,train,many green farmlands are in two sides of small river .
RSICD_3383.jpg,train,a small straight river is in many pieces of brown farmlands .
RSICD_3384.jpg,train,a road is in many pieces of brown farmlands .
RSICD_3385.jpg,train,many pieces of green farmlands are orderly together .
RSICD_3386.jpg,train,many pieces of green farmlands are orderly together .
RSICD_3387.jpg,train,many pieces of rectangular farmlands are near some almost rectangular ponds .
RSICD_3388.jpg,train,many pieces of rectangle farmlands are together .
RSICD_3389.jpg,train,a river is in many pieces of green farmlands .
RSICD_3390.jpg,train,a river is next to many pieces of green farmlands .
RSICD_3391.jpg,train,several small ponds and wild roads are in many pieces of green farmlands .
RSICD_3392.jpg,train,several small drains and a wild road are in many pieces of green farmlands .
RSICD_3393.jpg,train,a road is in many pieces of farmlands in different green depths .
RSICD_3394.jpg,train,many pieces of farmlands are in different green depths .
RSICD_3395.jpg,train,many pieces of farmlands are in different green depths .
RSICD_3396.jpg,train,many pieces of yellow farmlands are together .
RSICD_3398.jpg,train,many pieces of green farmlands are together .
RSICD_3399.jpg,train,a piece of terraced fields similar .
RSICD_3400.jpg,train,several pieces of farmlands are together .
RSICD_3401.jpg,train,several pieces of farmlands are together .
RSICD_3402.jpg,train,several pieces of farmlands are together .
RSICD_3404.jpg,train,a far looked like blue fields .
RSICD_3406.jpg,train,a piece of terraced fields similar .
RSICD_3407.jpg,train,many pieces of green farmlands are together .
RSICD_3408.jpg,train,many pieces of green farmlands are together .
RSICD_3410.jpg,train,many pieces of farmlands and croplands are together .
RSICD_3411.jpg,train,several pieces of farmlands are orderly together .
RSICD_3412.jpg,train,many pieces of green farmlands are together .
RSICD_3413.jpg,train,several pieces of farmlands are together .
RSICD_3414.jpg,train,several pieces of farmlands are together .
RSICD_3415.jpg,train,there are many green plants in a large field .
RSICD_3416.jpg,train,a road is in a piece of green farmland .
RSICD_3418.jpg,train,many pieces of green farmlands are together .
RSICD_3419.jpg,train,two small rivers are in a piece of green farmland .
RSICD_3420.jpg,train,a small wild road is in a piece of green farmland .
RSICD_3421.jpg,train,several pieces of farmlands are together .
RSICD_3422.jpg,train,a small wild road is in a piece of farmland .
RSICD_3423.jpg,train,a small wild road is in a piece of farmland .
RSICD_3424.jpg,train,many pieces of yellow green farmlands are together .
RSICD_3425.jpg,train,many pieces of green farmlands are together .
RSICD_3426.jpg,train,a kind of plant of the farmland .
RSICD_3427.jpg,train,there are many green plants in a large field .
RSICD_3430.jpg,train,two small crossed wild roads are in a piece of farmland .
RSICD_3431.jpg,train,several pieces of farmlands are together .
RSICD_3432.jpg,train,the little farm consists of grass and crops .
RSICD_3433.jpg,train,the little farm consists of grass and crops .
RSICD_3434.jpg,train,the little farm consists of grass and crops .
RSICD_3435.jpg,train,many orderly pieces of farmlands are in two sides of a wild small road .
RSICD_3436.jpg,train,the little farm consists of grass and crops .
RSICD_3437.jpg,train,the little farm consists of grass and crops .
RSICD_3438.jpg,train,small farms by grass and crops composition .
RSICD_3439.jpg,train,the farm is divided into different parts .
RSICD_3440.jpg,train,the farm is divided into different parts .
RSICD_3441.jpg,train,the little farm consists of grass and crops .
RSICD_3442.jpg,train,the little farm consists of grass and crops .
RSICD_3443.jpg,train,the farm has been torn up by a crack .
RSICD_3444.jpg,train,the little farm consists of grass and crops .
RSICD_3445.jpg,train,a few crooked paths pass through the farm
RSICD_3446.jpg,train,the little farm consists of grass and crops .
RSICD_3447.jpg,train,the farm has been torn up by a crack .
RSICD_3448.jpg,train,the little farm consists of grass and crops .
RSICD_3449.jpg,train,the little farm is made up of grass and crops .
RSICD_3450.jpg,train,small farms by grass and crops composition .
RSICD_3451.jpg,train,the little farm consists of grass and crops .
RSICD_3452.jpg,train,the little farm consists of grass and crops .
RSICD_3453.jpg,train,the little farm consists of grass and crops .
RSICD_3454.jpg,train,the little farm consists of grass and crops .
RSICD_3455.jpg,train,the little farm is made up of grass and crops .
RSICD_3456.jpg,train,the little farm consists of grass and crops .
RSICD_3457.jpg,train,many pieces of green and yellow farmlands are together .
RSICD_3458.jpg,train,the little farm consists of grass and crops .
RSICD_3459.jpg,train,the little farm consists of grass and crops .
RSICD_3460.jpg,train,the little farm consists of grass and crops .
RSICD_3461.jpg,train,the little farm consists of grass and crops .
RSICD_3462.jpg,train,the little farm consists of grass and crops .
RSICD_3463.jpg,train,the little farm consists of grass and crops .
RSICD_3464.jpg,train,the little farm consists of grass and crops .
RSICD_3465.jpg,train,the farm is divided into different parts .
RSICD_3466.jpg,train,the little farm consists of grass and crops .
RSICD_3467.jpg,train,the little farm consists of grass and crops .
RSICD_3468.jpg,train,the little farm consists of grass and crops .
RSICD_3469.jpg,train,there is a highway in the farm .
RSICD_3470.jpg,train,there is a lot of green farmland on the land .
RSICD_3471.jpg,train,this area is a large green farm .
RSICD_3472.jpg,train,a road was built around the farm .
RSICD_3473.jpg,train,there's nothing in the desert .
RSICD_3474.jpg,train,this land has a lot of green farmland .
RSICD_3475.jpg,train,there are two bare roads around the green farmland .
RSICD_3476.jpg,train,this field is very broad .
RSICD_3477.jpg,train,a lot of green farmland is growing on the land .
RSICD_3478.jpg,train,wheat is grown in many fields .
RSICD_3479.jpg,train,some green fields are planted with trees .
RSICD_3480.jpg,train,some trees were planted near the farm .
RSICD_3481.jpg,train,on both sides of the road is a lot of farmland .
RSICD_3482.jpg,train,a house was built around a farm .
RSICD_3483.jpg,train,these pieces of land planted green wheat .
RSICD_3484.jpg,train,this is a vast and broomy farm .
RSICD_3486.jpg,train,there are some white trails around the farm .
RSICD_3487.jpg,train,green fields are surrounded by bare land .
RSICD_3488.jpg,train,a lot of farmland has been planted on the land .
RSICD_3489.jpg,train,there are several paths near the green wheat fields .
RSICD_3490.jpg,train,these small pieces of land are green farmland .
RSICD_3491.jpg,train,there are several trails near the green fields .
RSICD_3492.jpg,train,green fields are surrounded by bare land .
RSICD_3493.jpg,train,there is a lot of green farmland on the land .
RSICD_3494.jpg,train,next to the green grass is brown land .
RSICD_3495.jpg,train,some houses were built around the green fields .
RSICD_3496.jpg,train,there is a bare land near the green farmland .
RSICD_3497.jpg,train,there are some bare white or brown land around the green farm .
RSICD_3498.jpg,train,there are a white farmland next to a light green vertical farmland.
RSICD_3499.jpg,train,a large amount of farmland has been planted on the land .
RSICD_3500.jpg,train,a road was built beside the wheat field .
RSICD_3501.jpg,train,there is a piece of uncultivated land beside the green farmland .
RSICD_3502.jpg,train,green wheat grows on this vast land .
RSICD_3503.jpg,train,many tall trees were planted near the green wheat fields .
RSICD_3504.jpg,train,there is a house near the farm b .
RSICD_3505.jpg,train,there is a large area of bare land on this land .
RSICD_3580.jpg,train,a curved road is in a forest .
RSICD_3589.jpg,train,part of forest with many dark green and moss green trees in it .
RSICD_3590.jpg,train,many spring green plants in it while with a road besides .
RSICD_3592.jpg,train,many green trees are in a piece of forest .
RSICD_3593.jpg,train,many green trees are in a piece of forest .
RSICD_3594.jpg,train,part of forest in it while with many dark green plants in it .
RSICD_3595.jpg,train,a road is in a forest with many green trees .
RSICD_3596.jpg,train,part of forest in it while with lots of dark green plants and a few light green plants in side .
RSICD_3607.jpg,train,many green trees are in a crowded forest .
RSICD_3608.jpg,train,many green trees are in forest .
RSICD_3609.jpg,train,many green trees form a piece of forest .
RSICD_3612.jpg,train,many green trees form a piece of forest .
RSICD_3615.jpg,train,many green trees are near several buildings in a forest .
RSICD_3616.jpg,train,a road is through a forest near several buildings .
RSICD_3617.jpg,train,many green trees are in a forest near a pond .
RSICD_3618.jpg,train,a road is in a forest with many green trees .
RSICD_3623.jpg,train,many green trees are in forest .
RSICD_3624.jpg,train,many green trees form a piece of forest .
RSICD_3625.jpg,train,a river is in a forest with many green trees .
RSICD_3627.jpg,train,many green trees form a piece of forest .
RSICD_3629.jpg,train,many green trees are in a crowded forest .
RSICD_3630.jpg,train,many green trees form a piece of forest .
RSICD_3631.jpg,train,many green trees form a piece of forest .
RSICD_3632.jpg,train,many green trees form a piece of forest .
RSICD_3633.jpg,train,many green trees form a piece of forest .
RSICD_3634.jpg,train,many green trees form a piece of green forest .
RSICD_3635.jpg,train,many green trees form a piece of forest .
RSICD_3636.jpg,train,many green trees form a piece of forest .
RSICD_3637.jpg,train,many green trees form a piece of forest .
RSICD_3638.jpg,train,many green trees form a piece of forest .
RSICD_3639.jpg,train,many green trees form a piece of forest .
RSICD_3640.jpg,train,many green trees form a piece of forest .
RSICD_3641.jpg,train,many green trees form a piece of forest .
RSICD_3642.jpg,train,many green trees form a piece of forest .
RSICD_3643.jpg,train,many green trees form a piece of forest .
RSICD_3644.jpg,train,many green trees form a piece of forest .
RSICD_3645.jpg,train,many green tree form a piece of forest .
RSICD_3646.jpg,train,many green trees form a piece of forest .
RSICD_3647.jpg,train,many green trees form a piece of forest .
RSICD_3648.jpg,train,many green trees form a piece of forest .
RSICD_3649.jpg,train,a road is in a piece of green forest .
RSICD_3650.jpg,train,many green trees form a piece of green forest .
RSICD_3651.jpg,train,many green tree form a piece of forest .
RSICD_3652.jpg,train,many green trees form a piece of green forest .
RSICD_3653.jpg,train,many green tree form a piece of forest .
RSICD_3654.jpg,train,many green trees form a piece of forest .
RSICD_3655.jpg,train,the tract of the dense forest is combined of bushy trees .
RSICD_3656.jpg,train,there is a road across the dense dark green forest .
RSICD_3657.jpg,train,there is a narrow river flowing into the dense bottle green forest .
RSICD_3658.jpg,train,there are two circles on the two edges of forest respectively .
RSICD_3659.jpg,train,the tract of forest is combined of many triangular areas .
RSICD_3660.jpg,train,there is a tiny green land like a heart in the tract of forest.
RSICD_3661.jpg,train,many tracts of fan shaped forests are around the tiny round .
RSICD_3662.jpg,train,some trees in this stretch of the dense forest is short and others is tall and bushy .
RSICD_3663.jpg,train,the trees are deep green .
RSICD_3664.jpg,train,many green trees form a piece of forest .
RSICD_3665.jpg,train,many green trees form a piece of forest .
RSICD_3666.jpg,train,the trees are low green .
RSICD_3667.jpg,train,"this is a grassland, trees and a path ."
RSICD_3668.jpg,train,this is a grassland and trees .
RSICD_3669.jpg,train,a curved road is in a piece of green forest .
RSICD_3670.jpg,train,the farmland is surrounded by verdant trees .
RSICD_3671.jpg,train,many green trees form a piece of forest .
RSICD_3672.jpg,train,there are many trees and some grassland .
RSICD_3673.jpg,train,the trees in this forest in the forest is high and dense
RSICD_3674.jpg,train,the emerald trees stands densely over the dark green shrubs .
RSICD_3675.jpg,train,the light green forest is dense .
RSICD_3676.jpg,train,the trees in the forest are low and dense .
RSICD_3677.jpg,train,the trees in the forest are light green .
RSICD_3678.jpg,train,there are pieces of bare land in the forest.
RSICD_3679.jpg,train,the trees in the track of land are low .
RSICD_3680.jpg,train,many green trees are in two sides of a khaki road .
RSICD_3681.jpg,train,many green trees form a piece of green forest .
RSICD_3682.jpg,train,many green trees are in a piece of forest .
RSICD_3683.jpg,train,many green trees form a piece of forest .
RSICD_3684.jpg,train,many green trees form a piece of crowded forest .
RSICD_3685.jpg,train,a small curved wild road is in a piece of green forest .
RSICD_3686.jpg,train,a small yellow river is next to a large piece of green forest .
RSICD_3687.jpg,train,many green trees are in a piece of forest .
RSICD_3688.jpg,train,it is a piece of green forest .
RSICD_3689.jpg,train,many green trees form a piece of forest .
RSICD_3690.jpg,train,it is a large piece of green trees .
RSICD_3691.jpg,train,many dark green trees form a piece of forest .
RSICD_3692.jpg,train,many green trees form a piece of forest .
RSICD_3693.jpg,train,many green trees are in a piece of forest .
RSICD_3694.jpg,train,many green trees form a piece of forest .
RSICD_3695.jpg,train,many green trees form a piece of forest .
RSICD_3696.jpg,train,many dark green trees form a piece of forest .
RSICD_3697.jpg,train,many small green trees form a piece of forest .
RSICD_3698.jpg,train,many green trees form a piece of forest .
RSICD_3699.jpg,train,many green trees form a piece of forest .
RSICD_3700.jpg,train,many green trees scattered with yellow trees form a piece of forest .
RSICD_3701.jpg,train,many green trees are in a piece of forest .
RSICD_3702.jpg,train,many green trees form a piece of crowded forest .
RSICD_3703.jpg,train,many green trees are in two sides of a curved small river .
RSICD_3704.jpg,train,many green trees are in a piece of forest .
RSICD_3705.jpg,train,many green trees are in a piece of forest .
RSICD_3706.jpg,train,many green trees are in a piece of forest .
RSICD_3707.jpg,train,many green trees form a piece of forest .
RSICD_3708.jpg,train,many green trees are in a piece of forest .
RSICD_3709.jpg,train,many green trees form a piece of green forest .
RSICD_3710.jpg,train,many green trees are in a piece of forest .
RSICD_3711.jpg,train,many green trees are in a piece of forest .
RSICD_3712.jpg,train,many green trees are in a piece of forest with a pond .
RSICD_3713.jpg,train,many green trees form a piece of forest .
RSICD_3714.jpg,train,a curved wild road is in a piece of green forest .
RSICD_3715.jpg,train,many green trees are in a piece of forest .
RSICD_3716.jpg,train,many green trees form a piece of forest .
RSICD_3717.jpg,train,a vast expanse of forest .
RSICD_3718.jpg,train,there are all kinds of plants in a forest .
RSICD_3719.jpg,train,many green trees are in a piece of forest .
RSICD_3720.jpg,train,many green trees form a piece of green forest .
RSICD_3721.jpg,train,many green trees are in a piece of forest .
RSICD_3722.jpg,train,many green trees form a piece of forest .
RSICD_3723.jpg,train,many green trees are in a piece of forest .
RSICD_3724.jpg,train,many green trees are in a piece of forest .
RSICD_3725.jpg,train,a piece of water and some clouds are in a piece of green forest .
RSICD_3726.jpg,train,many green trees form a piece of green forest .
RSICD_3727.jpg,train,many green trees form a piece of green forest .
RSICD_3728.jpg,train,many green trees form a piece of green forest .
RSICD_3729.jpg,train,many green trees form a piece of forest .
RSICD_3730.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3731.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3732.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3733.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3734.jpg,train,this piece of the forest is green and dense .
RSICD_3735.jpg,train,this piece of the forest is green and dense .
RSICD_3736.jpg,train,this piece of the forest is green and dense .
RSICD_3737.jpg,train,many green trees are in a piece of forest .
RSICD_3738.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3739.jpg,train,many green trees are in a piece of forest .
RSICD_3740.jpg,train,many green trees are in a piece of forest .
RSICD_3741.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3742.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3743.jpg,train,this piece of the forest is green and dense .
RSICD_3744.jpg,train,many green trees are in a piece of forest .
RSICD_3745.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3746.jpg,train,many green trees are in a piece of forest .
RSICD_3747.jpg,train,this piece of the forest is green and dense .
RSICD_3748.jpg,train,this piece of the forest is green and dense .
RSICD_3749.jpg,train,this piece of the forest is green and dense .
RSICD_3750.jpg,train,this piece of the forest is green and dense .
RSICD_3751.jpg,train,this piece of the forest is yellow green and dense .
RSICD_3752.jpg,train,this piece of the forest is green and dense .
RSICD_3753.jpg,train,this piece of the forest is green and dense .
RSICD_3754.jpg,train,this piece of the forest is green and dense .
RSICD_3755.jpg,train,the twisty river in the dense bushes is looming .
RSICD_3756.jpg,train,a large forest is planted here and very lush .
RSICD_3757.jpg,train,this is a vast and dense forest .
RSICD_3759.jpg,train,there is a vast expanse of forest on this land .
RSICD_3761.jpg,train,these trees grow very tall and lush .
RSICD_3762.jpg,train,a large number of tall trees have been planted on the land .
RSICD_3763.jpg,train,many trees are planted on the land .
RSICD_3764.jpg,train,a river runs through the forest .
RSICD_3765.jpg,train,a road through the forest .
RSICD_3766.jpg,train,there is a bare land in the forest .
RSICD_3767.jpg,train,a large area of trees are planted in the forest .
RSICD_3768.jpg,train,this is a vast and lush forest .
RSICD_3769.jpg,train,the trees in this forest are very tall .
RSICD_3770.jpg,train,the land is covered with green forests .
RSICD_3771.jpg,train,there are many factories on both sides of the road .
RSICD_3772.jpg,train,a river flows through the forest .
RSICD_3773.jpg,train,there is a road in the middle of the forest .
RSICD_3774.jpg,train,a large number of trees are planted here .
RSICD_3775.jpg,train,there is a river flowing through the forest .
RSICD_3776.jpg,train,the vast land was covered with trees .
RSICD_3777.jpg,train,the land was planted with large trees .
RSICD_3778.jpg,train,the forest covers a large area and is full of trees .
RSICD_3779.jpg,train,many tall trees are planted in the forest .
RSICD_3833.jpg,train,many buildings with white or light color roof in it .
RSICD_3835.jpg,train,a long arc highway through the industrial area .
RSICD_3838.jpg,train,many buildings are in two sides of a road .
RSICD_3839.jpg,train,many buildings are in two sides of a road in an industrial area .
RSICD_3840.jpg,train,many green trees and several buildings with many parking lots are in an industrial area .
RSICD_3842.jpg,train,some buildings are in an industrial area .
RSICD_3845.jpg,train,many buildings in an industrial area are near a pond surrounded by green trees .
RSICD_3847.jpg,train,many buildings and some cars are in an industrial area .
RSICD_3848.jpg,train,some buildings and green trees are in an industrial area .
RSICD_3851.jpg,train,an industrial area with some rectangular buildings are surrounded by farmlands .
RSICD_3853.jpg,train,many buildings and cars are in an industrial area .
RSICD_3854.jpg,train,many buildings and green trees are in an industrial area .
RSICD_3855.jpg,train,many square buildings are in an industrial area .
RSICD_3856.jpg,train,a large building in an industrial area .
RSICD_3857.jpg,train,many buildings are farmlands are in an industrial area .
RSICD_3858.jpg,train,farmlands are around an industrial area with many buildings .
RSICD_3859.jpg,train,some buildings are surrounded by farmlands .
RSICD_3861.jpg,train,an industrial area with some rectangular buildings are surrounded by farmlands .
RSICD_3862.jpg,train,a large building is near a road .
RSICD_3864.jpg,train,many buildings and cars are in an industrial area .
RSICD_3865.jpg,train,some buildings and many green trees are in an industrial area .
RSICD_3869.jpg,train,many buildings and a river are in an industrial area .
RSICD_3870.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3875.jpg,train,some buildings are in an industrial area .
RSICD_3876.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3877.jpg,train,many buildings and green trees are in an industrial area .
RSICD_3878.jpg,train,some buildings and bare land are in an industrial area.
RSICD_3881.jpg,train,many buildings and bare land are in an industrial area.
RSICD_3883.jpg,train,some buildings are in an industrial area .
RSICD_3884.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3885.jpg,train,some buildings and green trees are in an industrial area .
RSICD_3886.jpg,train,some buildings and green trees are in an industrial area .
RSICD_3887.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3888.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3889.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3891.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3892.jpg,train,some buildings near a road are in an industrial area .
RSICD_3893.jpg,train,many buildings and bare land are in an industrial area.
RSICD_3894.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3895.jpg,train,several large buildings are in an industrial area .
RSICD_3897.jpg,train,some buildings and green trees are in an industrial area .
RSICD_3898.jpg,train,some buildings near a road are in an industrial area .
RSICD_3899.jpg,train,some buildings and farmlands are in an industrial area .
RSICD_3901.jpg,train,many buildings and some bare land with green trees are in an industrial area.
RSICD_3902.jpg,train,some buildings and bare land are in an industrial area.
RSICD_3903.jpg,train,some buildings and bare land are in an industrial area.
RSICD_3904.jpg,train,many buildings and some bare land are in an industrial area.
RSICD_3906.jpg,train,many buildings and bare land are in an industrial area.
RSICD_3908.jpg,train,some buildings are in an industrial area .
RSICD_3909.jpg,train,many buildings and bare land are in an industrial area.
RSICD_3911.jpg,train,many buildings and bare land are in an industrial area.
RSICD_3913.jpg,train,many buildings are in an industrial area near a river .
RSICD_3914.jpg,train,many buildings and bare land are in an industrial area.
RSICD_3915.jpg,train,many buildings are surrounded by bare land with sparse trees in an industrial area.
RSICD_3916.jpg,train,many buildings and bare land are near a road in an industrial area.
RSICD_3917.jpg,train,many buildings and green trees are in an industrial area .
RSICD_3919.jpg,train,many buildings and several bare land are in an industrial area.
RSICD_3920.jpg,train,many buildings and sparse green trees are in an industrial area .
RSICD_3922.jpg,train,many buildings and farmlands are in an industrial area .
RSICD_3925.jpg,train,some large buildings are in an industrial area .
RSICD_3926.jpg,train,many buildings and green trees are in an industrial area .
RSICD_3927.jpg,train,many buildings and several bare land are in an industrial area.
