source,split,image,caption_1,caption_2,caption_3,caption_4,caption_5
NWPU,val,NWPU_27202.jpg,The stadium has a blue roof on two sides .,Oval stadium surrounded by roads and lawns .,The stadium is next to some roads and grass .,There are many different lengths of roads around the stadium .,There are some green lawns beside the stadium .
NWPU,val,NWPU_27203.jpg,The bird's nest stadium is surrounded by vegetation in good order .,Irregular stadium next to the parking lot and a road away from the residential area .,The stadium is next to some buildings and trees .,There are many buildings of different shapes and sizes next to the stadium .,There are some buildings and green trees near the stadium .
NWPU,val,NWPU_27204.jpg,There is a green lawn on one side of this stadium .,Oval gym is next to the lawn and a road away from the residential area .,The stadium is on the grass next to some buildings and trees .,Many buildings of different shapes are beside the stadium .,One side of bleachers belonging to the soccer pitch  has ceilings and the other side does not .
NWPU,val,NWPU_27205.jpg,There is a baseball field between the two roads .,"Oval stadium next to the building, Surrounded by roads and vegetation .",The stadium is next to some trees and roads .,Many buildings are next to the stadium .,There are some buildings around the stadium with a white roof .
NWPU,val,NWPU_27206.jpg,There is a green lawn on one side of this stadium .,"The circular stadium is built on a concrete floor, Next to the building and the lawn .",The stadium is next to some buildings and trees .,There are many buildings of different shapes and sizes next to the stadium .,There are some buildings and green trees beside the stadium .
NWPU,val,NWPU_27207.jpg,There is a baseball field between the two roads .,Oval stadium next to lawn and road .,The stadium is on the grass next to some roads .,There are many cars on the road near the stadium .,There are some green lawns beside the stadium .
NWPU,val,NWPU_27208.jpg,The stadium has a blue roof on three sides and a red roof on the other side .,"The dome is covered by a dome, Next to the building and the harbor .",The stadium is next to some trees and a river .,Lots of buildings are next to the stadium .,The stadium is beside a river .
NWPU,val,NWPU_27209.jpg,This stadium has seats on two sides only .,"Oval stadium next to lawn, Residential area and river .",The stadium is on the grass next to some trees and a river .,There are many trees beside the stadium .,There are many buildings and a river beside the stadium .
NWPU,val,NWPU_27210.jpg,This rectangular stadium has dense residential areas on one side .,"Oval gym is in the middle of the residential area, Next to the parking lot .",The stadium is next to some buildings and parking lot .,Many buildings of different shapes are beside the stadium .,There are many cars and some buildings beside the stadium .
NWPU,val,NWPU_27211.jpg,The roof of this stadium is pure white .,Oval stadium surrounded by woods .,The stadium is next to some trees and grass .,There are many buildings of different shapes and sizes next to the stadium .,There are some buildings and green trees beside the stadium .
NWPU,val,NWPU_27212.jpg,The stadium is surrounded by blue chairs .,The square stadium is built on the lawn with some buildings next to it .,The stadium is on the grass next to a river .,The grass is beside the stadium .,There are green meadows around the stadium .
NWPU,val,NWPU_27213.jpg,"The stadium looks like a fan, With a blue roof on each side .",There is some vegetation around the circular stadium and there is a road to the parking lot .,The stadium is next to some trees and parking lot .,There are many trees around the stadium .,There are some parking lots beside the stadium .
NWPU,val,NWPU_27214.jpg,The stadium looks like an oval and is surrounded by a blue roof .,Square stadium next to the building and lawn .,The stadium is on the grass next to some buildings .,There are lots of buildings beside the stadium .,There are many buildings and green lawns beside the stadium .
NWPU,val,NWPU_27215.jpg,This stadium has a white podium and a blue runway .,There is a road between the square stadium and the residential area .,The stadium is next to some buildings and trees .,There are many buildings of different shapes and sizes next to the stadium .,There are many buildings and green trees around the stadium .
NWPU,val,NWPU_27216.jpg,This stadium has a row of white signs on each side .,"Irregular stadiums are built in the middle of residential areas, Surrounded by vegetation .",The stadium is next to some buildings .,Many buildings of different shapes are beside the stadium .,There are many buildings around the stadium .
NWPU,val,NWPU_27217.jpg,This stadium has a row of silver signs on each side .,Oval stadium next to lawn and building .,The stadium is on the grass next to some buildings and trees .,Many buildings are next to the stadium .,There are some buildings and green lawns beside the stadium .
NWPU,val,NWPU_27218.jpg,This stadium is like a white petal with a small river on its side .,Fan-shaped stadium built on concrete floor .,The stadium is on the bare land next to some trees and roads .,The parking lot is next to the stadium .,There are parking lots with some cars beside the stadium .
NWPU,val,NWPU_27219.jpg,This oval stadium is surrounded by dense residential areas .,"Square stadium next to parking lot, Volleyball court and bushes .",The stadium is next to the grass and parking lot .,There are many cars in the parking lot next to the stadium .,There are some green lawns beside the stadium .
NWPU,val,NWPU_27220.jpg,This rectangular stadium has dense residential areas on three sides .,Oval stadium surrounded by lawns and roads .,The stadium is on the bare land next to the grass .,There is a building next to the stadium .,There are brown trees beside the stadium .
NWPU,val,NWPU_27221.jpg,The stadium's roof has wavy white signs .,Square stadium next to parking lot and river .,The stadium is next to some trees and parking lot .,There are many cars in the parking lot next to the stadium .,There are many cars on the parking lot beside the stadium .
NWPU,val,NWPU_27222.jpg,This stadium is a baseball field .,The circular stadium is enclosed in the middle of the building .,The stadium is next to some buildings and grass .,There are many cars on the road near the stadium .,There are some gray buildings around the stadium with a white roof .
NWPU,val,NWPU_27223.jpg,This oval stadium has dense residential areas on three sides .,Oval gymnasium is surrounded by a residential area with some vegetation around it .,The stadium is next to some buildings and roads .,There are many buildings of different shapes and sizes next to the stadium .,There are some buildings beside the stadium .
NWPU,val,NWPU_27224.jpg,The stadium has a blue roof on two sides .,"Irregular stadium surrounded by roads, Surrounded by buildings and parking lots .",The stadium is on the bare land next to the parking lot .,Numerous buildings of different shapes are beside the stadium .,There are parking lots with no cars beside the stadium .
NWPU,val,NWPU_27225.jpg,The stadium's roof has wavy white signs .,"The oval gym is surrounded by roads, Next to residential areas and vegetation .",The stadium is next to some buildings and trees .,There are many buildings beside the stadium .,There are some buildings and bare land near the stadium .
NWPU,val,NWPU_27226.jpg,There is a green lawn on one side of this stadium .,Oval stadium next to the building and the road .,The stadium is next to some buildings and roads .,There is a building next to the stadium .,There are some buildings beside the stadium .
NWPU,val,NWPU_27227.jpg,There is a baseball field between the two roads .,Square stadium next to parking lot and vegetation .,The stadium is next to the grass and parking lot .,There are many cars in the parking lot next to the stadium .,There are many cars beside the stadium .
NWPU,val,NWPU_27228.jpg,The stadium has a blue roof on three sides and a red roof on the other side .,"Buildings and parking lot next to the square stadium, Next to the river .",The stadium is next to some buildings and a river .,There are many buildings beside the stadium .,There are some buildings and a river beside the stadium .
NWPU,val,NWPU_27229.jpg,This stadium has seats on two sides only .,The circular stadium is surrounded by roads and there is a road to the residential area .,The stadium is next to some buildings and trees .,Many buildings of different shapes are beside the stadium .,There are many buildings around the stadium .
NWPU,val,NWPU_27860.jpg,There are about ten storage tanks here .,There are many different sized storage tanks and many buildings in the factory .,There are big and small white storage tanks on the bare land .,There are many blue buildings beside the storage tanks .,There are some storage tanks of different sizes .
NWPU,val,NWPU_27861.jpg,The storage tanks here are half white and half black .,In the factory there are many neatly arranged storage tanks of different sizes and many pipelines and many buildings  There is a lawn next to the factory .,There are many storage tanks on the bare land next to buildings .,Several buildings are beside the storage tanks .,There are some storage tanks of different sizes beside some buildings .
NWPU,val,NWPU_27862.jpg,Here are two white storage tanks of the same size .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are many white and black storage tanks on the bare land .,There are many storage tanks of different sizes .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27863.jpg,"There are two rows of storage tanks, One of which is larger than the others .","There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are some storage tanks on the bare land next to the water .,The storage tanks are surrounded by grass .,There are several storage tanks on the harbor .
NWPU,val,NWPU_27864.jpg,About half of the storage tanks on this open lot have their lids open .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are big and small white storage tanks on the bare land .,There are two blue buildings beside the storage tanks .,There are some white storage tanks of different sizes beside two blue buildings .
NWPU,val,NWPU_27865.jpg,There are seven white storage tanks and a dozen black storage tanks on the lawn .,In the open space next to several ships there are many neatly arranged storage tanks of different sizes .,There are many storage tanks on the bare land next to the water .,There are many storage tanks of different sizes .,There are some storage tanks on the harbor .
NWPU,val,NWPU_27866.jpg,There are two rows of storage tanks on each open lot .,"There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are many storage tanks on the bare land next to the water .,There are some roads beside the storage tanks .,There are many storage tanks arranged neatly on the harbor .
NWPU,val,NWPU_27867.jpg,There are three white storage tanks and three silver storage tanks .,There are many neatly arranged storage tanks and many cars in the factory .,There are big and small white storage tanks on the bare land .,There are many buildings of different sizes near the storage tanks .,There are many storage tanks of different sizes .
NWPU,val,NWPU_27868.jpg,One of these storage tanks is orange .,"There are many neatly arranged storage tanks and many cars in the factory, And there is a river outside the factory .",There are six storage tanks on the grass .,The storage tanks are surrounded by grass .,There are six storage tanks of the same size .
NWPU,val,NWPU_27869.jpg,There are several rows of buildings next to these storage tanks .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are five storage tanks on the bare land .,There are some roads beside the storage tanks .,There are several storage tanks of different sizes .
NWPU,val,NWPU_27870.jpg,There are five storage tanks on the side of the white house .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are five storage tanks on the bare land .,There are several roads of different lengths beside the storage tanks .,There are several storage tanks of different sizes .
NWPU,val,NWPU_27871.jpg,Here are four black storage tanks of the same size .,"There are several neatly arranged large oil storage tanks in the factory, And a river outside the factory .",There are four white storage tanks on the bare land .,There is grass beside the storage tanks .,There are several storage tanks of different sizes .
NWPU,val,NWPU_27872.jpg,The storage tanks here are half white and half black .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are some white and black storage tanks on the bare land .,There are many trees beside the storage tanks .,There are some storage tanks arranged neatly .
NWPU,val,NWPU_27873.jpg,"There are two rows of storage tanks, One of which is larger than the others .",There are many different sized storage tanks and many buildings in the factory .,There are many storage tanks on the bare land .,There are many storage tanks of different sizes .,There are some white storage tanks arranged neatly .
NWPU,val,NWPU_27874.jpg,There are three white storage tanks and three silver storage tanks .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are three white storage tanks on the grass .,The storage tanks are surrounded by grass .,There are three white storage tanks on a green meadow .
NWPU,val,NWPU_27875.jpg,There are two rows of storage tanks on each open lot .,There are several neatly arranged large storage tanks and many cars in the factory .,There are three storage tanks on the bare land .,Several buildings are beside the storage tanks .,There are three storage tanks beside a white building .
NWPU,val,NWPU_27876.jpg,There are nine tanks of different size .,"There are many neatly arranged storage tanks and many pipelines in the factory, And there are large lawns in the factory .",There are many storage tanks on the bare land next to buildings .,There are several roads of different lengths beside the storage tanks .,There are some storage tanks arranged neatly .
NWPU,val,NWPU_27877.jpg,There is a green pool beside the storage tanks .,There are many differently sized storage tanks in the factory .,There are many storage tanks on the bare land .,There are some roads beside the storage tanks .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27878.jpg,There is a black house beside the storage tanks .,"There are many different-sized storage tanks and many buildings in the factory, And there are large lawns in the factory .",There are some white and silver storage tanks on the bare land .,There are many buildings of different sizes near the storage tanks .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27879.jpg,There are two identical storage tanks beside a white house .,There are many neatly arranged storage tanks and many cars in the factory .,There are many white and black storage tanks on the bare land .,There are many cars beside the storage tanks .,There are some black storage tanks and white ones .
NWPU,val,NWPU_27880.jpg,There are about ten storage tanks here .,There are many neatly arranged storage tanks and many cars in the factory .,There are many storage tanks on the bare land next to buildings .,There are many buildings of different sizes near the storage tanks .,There are some white storage tanks and many containers .
NWPU,val,NWPU_27881.jpg,"There is an open space like a Jiugong grid, With a storage tank in each grid .","There are many neatly arranged storage tanks and many cars in the factory, And there is a lawn next to the factory .",There are three white storage tanks on the bare land .,Several buildings are beside the storage tanks .,There are three white storage tanks of different sizes .
NWPU,val,NWPU_27882.jpg,There are three larger storage tanks and more than a dozen smaller storage tanks .,"There are many neatly arranged oil storage tanks in the factory, And there is a lawn next to the factory .",There are some white storage tanks on the bare land next to some trees .,There are many trees beside the storage tanks .,There are some white storage tanks beside many green trees .
NWPU,val,NWPU_27883.jpg,About half of the storage tanks on this open lot have their lids open .,"There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are many storage tanks on the bare land next to the river .,There are many buildings beside the storage tanks .,There are many storage tanks on the harbor .
NWPU,val,NWPU_27884.jpg,There are nine tanks of different size .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are big and small white storage tanks on the bare land .,There are some roads beside the storage tanks .,There are several storage tanks of the same size .
NWPU,val,NWPU_27885.jpg,There is a green pool beside the storage tanks .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are many white and black storage tanks on the grass .,The storage tanks are surrounded by grass .,There are several storage tanks on the green meadow .
NWPU,val,NWPU_27886.jpg,There is a black house beside the storage tanks .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are five white storage tanks on the grass .,There are several roads of different lengths beside the storage tanks .,There are several white storage tanks beside a green meadow .
NWPU,val,NWPU_27887.jpg,There are two identical storage tanks beside a white house .,There are many differently sized storage tanks in the factory .,There are many storage tanks on the bare land .,The storage tanks are surrounded by grass .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27888.jpg,There are about ten storage tanks here .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are many storage tanks on the bare land .,There are many storage tanks of different sizes .,There are many white storage tanks of different sizes .
NWPU,val,NWPU_27889.jpg,The storage tanks here are half white and half black .,"There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are many storage tanks on the bare land next to the water .,There are some roads beside the storage tanks .,There are many storage tanks on the harbor .
NWPU,val,NWPU_27890.jpg,Here are two white storage tanks of the same size .,There are several neatly arranged large oil storage tanks in the factory .,There are three storage tanks on the bare land .,There is a building next to the storage tanks .,There are three storage tanks of the same size .
NWPU,val,NWPU_27891.jpg,There are about ten storage tanks here .,"There are many different-sized storage tanks and many buildings in the factory, And there are large lawns in the factory .",There are many storage tanks on the grass .,The storage tanks are surrounded by grass .,There are some white storage tanks on a green meadow .
NWPU,val,NWPU_27892.jpg,The storage tanks here are half white and half black .,In the open space surrounded by water there are many neatly arranged storage tanks of different sizes .,There are many storage tanks on the bare land next to the water .,There are several ships beside the storage tanks .,There are many storage tanks arranged neatly on the harbor .
NWPU,val,NWPU_27893.jpg,Here are two white storage tanks of the same size .,"There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are many storage tanks on the bare land next to the water .,There are two buildings beside the storage tanks .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27894.jpg,There are two rows of storage tanks on each open lot .,There are many differently sized storage tanks in the factory .,There are some white and black storage tanks on the bare land .,There are many storage tanks of different sizes .,There are some storage tanks of different sizes .
NWPU,val,NWPU_27895.jpg,There are three white storage tanks and three silver storage tanks .,"There are many neatly arranged storage tanks and many cars in the factory, And there is a lawn next to the factory .",There are some white storage tanks on the bare land next to some trees .,There are many trees beside the storage tanks .,There are some storage tanks of different sizes beside some green trees .
NWPU,val,NWPU_27896.jpg,One of these storage tanks is orange .,"There are many different-sized storage tanks and many buildings in the factory, And there are large lawns in the factory .",There are big and small white storage tanks on the bare land .,There are several roads of different lengths beside the storage tanks .,There are some storage tanks on a green meadow .
NWPU,val,NWPU_27897.jpg,There are several rows of buildings next to these storage tanks .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are some storage tanks on the grass .,There is grass beside the storage tanks .,There are several storage tanks on a green meadow .
NWPU,val,NWPU_27898.jpg,There are five storage tanks on the side of the white house .,"There are many neatly arranged storage tanks and many pipelines in the factory, And there is a lawn next to the factory .",There are many storage tanks on the bare land next to the river .,There are many trees beside the storage tanks .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27899.jpg,Here are four black storage tanks of the same size .,There are many differently sized storage tanks in the factory .,There are big and small white storage tanks on the bare land .,There are many storage tanks of different sizes .,There are several storage tanks of different sizes .
NWPU,val,NWPU_27900.jpg,The storage tanks here are half white and half black .,There are many neatly arranged storage tanks and many cars in the factory .,There are many storage tanks on the bare land .,There are many buildings of different sizes near the storage tanks .,There are some white storage tanks arranged neatly .
NWPU,val,NWPU_27901.jpg,"There are two rows of storage tanks, One of which is larger than the others .",There are many neatly arranged storage tanks and many pipelines in the factory .,There are many storage tanks on the bare land .,There are many storage tanks of different sizes .,There are many storage tanks of different sizes .
NWPU,val,NWPU_27902.jpg,There are two rows of storage tanks on each open lot .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are many storage tanks on the bare land .,There are many storage tanks of different sizes .,There are many white storage tanks arranged neatly .
NWPU,val,NWPU_27903.jpg,There are three white storage tanks and three silver storage tanks .,"There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are many storage tanks on the bare land next to the river .,There are many buildings beside the storage tanks .,There are some white storage tanks beside a river .
NWPU,val,NWPU_27904.jpg,One of these storage tanks is orange .,"In the factory there are many neatly arranged storage tanks of different sizes and many pipelines, And there is a river outside the factory .",There are many white and black storage tanks on the bare land .,There are several roads of different lengths beside the storage tanks .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27905.jpg,There are several rows of buildings next to these storage tanks .,In the open space next to several ships there are many neatly arranged storage tanks of different sizes .,There are many storage tanks on the bare land next to the river .,There are several ships beside the storage tanks .,There are some storage tanks on the harbor .
NWPU,val,NWPU_27906.jpg,There are five storage tanks on the side of the white house .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are many storage tanks on the bare land .,Several buildings are beside the storage tanks .,There are many storage tanks of different sizes .
NWPU,val,NWPU_27907.jpg,Here are four black storage tanks of the same size .,There are many neatly arranged storage tanks and many cars in the factory .,There are many storage tanks on the bare land .,There are many cars beside the storage tanks .,There are many storage tanks and containers .
NWPU,val,NWPU_27908.jpg,The storage tanks here are half white and half black .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are big and small white storage tanks on the bare land .,There are many buildings beside the storage tanks .,There are several storage tanks and pipelines .
NWPU,val,NWPU_27909.jpg,"There are two rows of storage tanks, One of which is larger than the others .",There are many differently sized storage tanks in the factory .,There are some white and silver storage tanks on the bare land .,The storage tanks are surrounded by roads .,There are many storage tanks arranged neatly .
NWPU,val,NWPU_27910.jpg,There are three white storage tanks and three silver storage tanks .,"There are many different-sized storage tanks and many buildings in the factory, And there are large lawns in the factory .",There are six storage tanks on the grass .,There are many buildings beside the storage tanks .,There are several storage tanks beside a black building .
NWPU,val,NWPU_27911.jpg,There are seven white storage tanks and a dozen black storage tanks on the lawn .,"There are many different-sized storage tanks and many buildings in the factory, And there are large lawns in the factory .",There are some storage tanks on the grass .,The storage tanks are surrounded by roads .,There are some storage tanks of the same size .
NWPU,val,NWPU_27912.jpg,Here are four black storage tanks of the same size .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are some storage tanks on the grass .,The storage tanks are surrounded by grass .,There are some storage tanks on a green meadow .
NWPU,val,NWPU_27913.jpg,The storage tanks here are half white and half black .,"There are several neatly arranged large oil storage tanks in the factory, And there is a lawn next to the factory .",There are three white storage tanks on the bare land .,There are several trees beside the storage tanks .,There are three storage tanks of the same size .
NWPU,val,NWPU_27914.jpg,"There are two rows of storage tanks, One of which is larger than the others .","There are many neatly arranged storage tanks and many pipelines in the factory, And there is a lawn next to the factory .",There are many storage tanks on the bare land .,There are many blue buildings beside the storage tanks .,There are many storage tanks beside a river .
NWPU,val,NWPU_27915.jpg,There are three white storage tanks and three silver storage tanks .,"There are many neatly arranged storage tanks and many pipelines in the factory, And there is a lawn next to the factory .",There are many storage tanks on the bare land .,There are several roads of different lengths beside the storage tanks .,There are many storage tanks and some buildings .
NWPU,val,NWPU_27916.jpg,Here are two white storage tanks of the same size .,"There are several neatly arranged large oil storage tanks in the factory, And there are large lawns in the factory .",There are five storage tanks on the bare land .,There are many trees beside the storage tanks .,There are five storage tanks of the same size .
NWPU,val,NWPU_27917.jpg,"There is an open space like a Jiugong grid, With a storage tank in each grid .","There are many different-sized storage tanks and many buildings in the factory, And there are large lawns in the factory .",There are many white and black storage tanks on the grass .,There are some roads beside the storage tanks .,There are many storage tanks of different sizes .
NWPU,val,NWPU_27918.jpg,There are three larger storage tanks and more than a dozen smaller storage tanks .,There are four neatly arranged large oil storage tanks and many pipelines in the factory .,There are four white storage tanks on the bare land .,The storage tanks are surrounded by roads .,There are four white storage tanks of the same size .
NWPU,val,NWPU_27919.jpg,There are two storage tanks in the open space  The white storage tank is slightly larger than the gray one .,There are many neatly arranged storage tanks and many pipelines in the factory .,There are many storage tanks on the bare land .,There are many storage tanks of different sizes .,There are many storage tanks of different sizes .
NWPU,val,NWPU_27920.jpg,There are six large white storage tanks and several rows of smaller storage tanks on the open space .,There are five neatly arranged large oil storage tanks in the factory .,There are big and small white storage tanks on the bare land .,The storage tanks are surrounded by roads .,There are five white storage tanks of different sizes .
NWPU,val,NWPU_27921.jpg,There are two rows of storage tanks on each open lot .,"There are many neatly arranged storage tanks and many pipelines in the factory, And there is a lawn next to the factory .",There are some white and silver storage tanks on the bare land .,There are many trees beside the storage tanks .,There are some storage tanks arranged neatly .
NWPU,val,NWPU_27922.jpg,"There are seven storage tanks on this open lot, Two of which are five times as large as the smallest .","There are many neatly arranged storage tanks and many cars in the factory, And there is a lawn next to the factory .",There are big and small white storage tanks on the bare land .,There are many trees beside the storage tanks .,There are several storage tanks beside a green meadow .
NWPU,val,NWPU_27923.jpg,"There are four storage tanks on this open lot, Two of which have their lids open .","There are many neatly arranged oil storage tanks in the factory, And there is a lawn next to the factory .",There are many storage tanks on the bare land next to the grass .,The storage tanks are surrounded by grass .,There are some white storage tanks arranged neatly .
NWPU,val,NWPU_27924.jpg,About half of the storage tanks on this open lot have their lids open .,"There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are many storage tanks on the bare land next to the water .,The storage tanks are surrounded by grass .,There are some white storage tanks arranged neatly .
NWPU,val,NWPU_27925.jpg,There are nine tanks of different size .,There is a large oil storage tank and many buildings in the factory .,There is a white storage tank on the bare land .,Several buildings are beside the storage tanks .,The white storage tank is beside some pipelines .
NWPU,val,NWPU_27926.jpg,There is a green pool beside the storage tanks .,"There are many different-sized storage tanks and many pipelines in the factory, And there are large lawns in the factory .",There are big and small white storage tanks on the grass .,The storage tanks are surrounded by grass .,There are some storage tanks of different sizes .
NWPU,val,NWPU_27927.jpg,There is a black house beside the storage tanks .,There are many neatly arranged oil storage tanks and many pipelines in the factory  There is a lawn next to the factory .,There are big and small white storage tanks on the bare land .,There are some roads beside the storage tanks .,There are some storage tanks arranged neatly beside the river .
NWPU,val,NWPU_27928.jpg,There are two identical storage tanks beside a white house .,There is a large oil storage tank in the factory and a large lawn in the factory .,There is a white storage tank on the bare land next to some trees .,There are many trees beside the storage tank .,The white storage tank is beside many green trees .
NWPU,val,NWPU_27929.jpg,There are about ten storage tanks here .,"There are many different sized storage tanks in the factory, And there is a river outside the factory .",There are many storage tanks on the bare land next to the water .,There are many storage tanks of different sizes .,There are many storage tanks of different sizes on the harbor .
NWPU,val,NWPU_28560.jpg,The tennis court was shaded by a large tree .,There is a road distance between the tennis court on the lawn and the residential area .,The tennis court is on the grass next to some buildings and trees .,Several cars are on the road beside the tennis courts .,There are some buildings and a green meadow beside the tennis court .
NWPU,val,NWPU_28561.jpg,Two tennis courts are surrounded by trees .,Tennis court surrounded by residential areas .,The tennis court is next to some buildings and trees .,There are many buildings of different shapes beside the tennis courts .,There are many buildings near the tennis courts .
NWPU,val,NWPU_28562.jpg,Two white cars were driving on the road beside the tennis court .,Tennis court next to the building next to the lawn and woods .,The tennis court is on the bare land next to some trees and buildings .,A building is beside the tennis courts .,The tennis courts are beside a white building .
NWPU,val,NWPU_28563.jpg,There are two different colors of the tennis court .,There is a road distance between the tennis court on the lawn and the residential area .,The tennis court is on the grass next to some buildings and roads .,Many trees are around the tennis courts .,The tennis courts are on a green meadow beside some buildings .
NWPU,val,NWPU_28564.jpg,There are two small pure green tennis courts .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,Many buildings are beside the tennis courts .,There are some green trees around the tennis court .
NWPU,val,NWPU_28565.jpg,There are two tennis courts of the same size side by side in the upper right corner .,Tennis court and runway on the lawn surrounded by woods .,The tennis court is on the grass next to some trees .,There are many different shapes and sizes of buildings next to the tennis courts .,There are many green trees beside the tennis court .
NWPU,val,NWPU_28566.jpg,There are many people playing on different tennis courts .,There is a road distance between the tennis court on the lawn and the residential area .,The tennis court is on the grass next to some buildings and trees .,There are many buildings of different shapes beside the tennis courts .,There are many buildings and some brown trees near the tennis court .
NWPU,val,NWPU_28567.jpg,There were several felled trees near the tennis court .,There is a road distance between the tennis court on the lawn and the residential area .,The tennis court is on the grass next to some buildings and trees .,Many buildings of different shapes are beside the tennis courts .,The tennis courts are on a green meadow beside some buildings .
NWPU,val,NWPU_28568.jpg,There are some small trees around the tennis court .,Tennis court and swimming pool on the lawn surrounded by woods .,The tennis court is on the grass next to some buildings and trees .,There are many trees around the tennis courts .,There are some green trees around the tennis courts .
NWPU,val,NWPU_28569.jpg,There are many cars parked in the parking lot next to the tennis court .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,Many trees are around the tennis court .,There are many green trees around the tennis court .
NWPU,val,NWPU_28570.jpg,There is a small tennis court on the left side of the building .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,The tennis court is surrounded by trees .,There are many green trees around the tennis court .
NWPU,val,NWPU_28571.jpg,Many tennis courts are painted on the track .,Tennis court on the lawn surrounded by trees .,The tennis court is on the grass next to some trees and roads .,The tennis courts are surrounded by grass .,The tennis courts are on a green meadow .
NWPU,val,NWPU_28572.jpg,There are two blue and green tennis courts in the lower left corner .,Tennis court and swimming pool on lawn surrounded by trees .,The tennis court is on the grass next to some trees .,There are many badminton occasions between tennis courts .,There are many green trees around the tennis courts .
NWPU,val,NWPU_28573.jpg,There is a long blue and green tennis court in the picture .,There is a road distance between the tennis court on the lawn and the residential area .,The tennis court is on the grass next to some buildings and trees .,Many trees are around the tennis courts .,There are green trees and meadows beside the tennis court .
NWPU,val,NWPU_28574.jpg,There is a long red and green tennis court in the picture .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,The tennis courts are surrounded by grass .,There are many green trees and buildings near the tennis courts .
NWPU,val,NWPU_28575.jpg,At the top of the picture is a tennis court with only a small blue part .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is next to some buildings and trees .,There are many different shapes and sizes of buildings next to the tennis courts .,There are some buildings and green trees near the tennis courts .
NWPU,val,NWPU_28576.jpg,There is a small tennis court in the lower right corner .,There is a road distance between the tennis court and the building on the lawn .,The tennis court is on the grass next to some trees and roads .,There are many buildings of different shapes beside the tennis courts .,The tennis courts are on a green meadow .
NWPU,val,NWPU_28577.jpg,There are two tennis courts of the same size in red and green .,"Tennis court next to the building, Swimming pool and parking lot .",The tennis court is on the grass next to some buildings and trees .,There are many trees around the tennis courts .,There are some green trees beside the tennis courts .
NWPU,val,NWPU_28578.jpg,There is a small tennis court in the upper left corner .,There is a road distance between the tennis court on the lawn and the residential area .,The tennis court is on the grass next to some buildings and roads .,There are several roads beside the tennis courts .,The tennis courts are on a green meadow .
NWPU,val,NWPU_28579.jpg,"Two tennis courts, one shaded by trees, the other not .","Tennis court, Swimming pool and parking lot on the lawn surrounded by woods .",The tennis court is next to some trees and roads with a plane above .,There is a road next to the tennis courts .,There are many green trees beside the tennis courts .
NWPU,val,NWPU_28580.jpg,"There are two tennis courts in the upper left corner, one of which is blocked .",Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is on the grass next to some buildings and trees .,Many buildings are beside the tennis courts .,There are some green trees and buildings around the tennis court .
NWPU,val,NWPU_28581.jpg,There are two tennis courts and four billiards tables on the playground .,Tennis court and swimming pool in the middle of a residential area surrounded by trees .,The tennis court is next to some buildings and trees .,Many buildings of different shapes are beside the tennis courts .,There are some green trees and buildings around the tennis court .
